v,vw,o,c,h,l,t,n
56136378.0,152.2768,153.7,151.6,154.0299,151.13,1678165200000,496631
47204791.0,152.6973,152.81,152.87,153.47,151.83,1678251600000,405203
53833122.0,152.4689,153.559,150.59,154.535,150.225,1678338000000,480909
68559600.0,149.0716,150.21,148.5,150.94,147.6096,1678424400000,611457
84457122.0,151.1835,147.805,150.47,153.14,147.7,1678680000000,760660
72045893.0,152.1061,151.28,152.59,153.4,150.1,1678766400000,565196
77167866.0,151.7861,151.19,152.99,153.245,149.92,1678852800000,703116
76206919.0,154.813,152.16,155.85,156.46,151.64,1678939200000,676097
98944633.0,155.3402,156.08,155.0,156.74,154.28,1679025600000,615778
72711415.0,156.6059,155.07,157.4,157.82,154.15,1679284800000,628984
73938285.0,158.3406,157.32,159.28,159.4,156.54,1679371200000,590982
75349311.0,159.6832,159.3,157.83,162.14,157.81,1679457600000,656865
67482060.0,159.5685,158.83,158.93,161.5501,157.68,1679544000000,614268
59006343.0,159.2417,158.86,160.25,160.34,157.85,1679630400000,517531
52390266.0,159.0188,159.94,158.28,160.77,157.87,1679889600000,518436
45992152.0,156.9785,157.97,157.65,158.49,155.98,1679976000000,432447
51305691.0,160.216,159.37,160.77,161.05,159.35,1680062400000,472077
49210289.0,162.0209,161.53,162.36,162.47,161.271,1680148800000,456152
68749792.0,164.0421,162.44,164.9,165.0,161.91,1680235200000,574409
56976187.0,165.3487,164.27,166.17,166.29,164.22,1680494400000,568686
46278295.0,165.9131,166.595,165.63,166.84,165.11,1680580800000,456306
51511744.0,163.4912,164.74,163.76,165.05,161.8,1680667200000,533621
45390123.0,164.0257,162.43,164.66,164.9584,162.0,1680753600000,446212
47670382.0,161.2628,161.42,162.03,162.03,160.08,1681099200000,563913
47494217.0,161.1314,162.35,160.8,162.36,160.51,1681185600000,490479
50133062.0,160.8845,161.22,160.1,162.06,159.78,1681272000000,514261
68418649.0,164.3531,161.63,165.56,165.8,161.42,1681358400000,595709
